"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ranbp1",0,-0.636882719950293,0.464,0.527,0,"0","Ranbp1"
"Nme1",0,-0.651196312073603,0.381,0.49,0,"0","Nme1"
"Ifit3",0,-0.67609543627813,0.026,0.125,0,"0","Ifit3"
"Nme2",0,-0.687806180145952,0.841,0.824,0,"0","Nme2"
"Ly6a",0,-0.690468765557461,0.044,0.111,0,"0","Ly6a"
"Cst7",0,-0.724650287806331,0.072,0.251,0,"0","Cst7"
"Cxcl16",0,-0.738812100698471,0.366,0.451,0,"0","Cxcl16"
"Ifi27l2a",0,-0.750290868584113,0.098,0.217,0,"0","Ifi27l2a"
"Dab2",0,-0.76624002640407,0.062,0.141,0,"0","Dab2"
"Bsg",0,-0.787788789151866,0.909,0.889,0,"0","Bsg"
"Mif",0,-0.843073172736805,0.565,0.582,0,"0","Mif"
"Sdf2l1",0,-0.843658795003874,0.577,0.638,0,"0","Sdf2l1"
"Cd52",0,-0.865101908837671,0.771,0.762,0,"0","Cd52"
"Stmn1",0,-0.867703530715467,0.205,0.333,0,"0","Stmn1"
"Isg15",0,-0.918681318581144,0.083,0.195,0,"0","Isg15"
"Ccl2",0,-1.15189559603487,0.197,0.287,0,"0","Ccl2"
"Bst2",0,-1.16094103073598,0.615,0.677,0,"0","Bst2"
"Ifitm3",0,-1.59185612595657,0.096,0.322,0,"0","Ifitm3"
"Cd74",0,-1.83070295317719,0.141,0.289,0,"0","Cd74"
"Cxcl10",0,-2.3025932069392,0.093,0.245,0,"0","Cxcl10"
"Ccl12",0,-2.63436055787387,0.482,0.509,0,"0","Ccl12"
"Tomm6",2.82423772406159e-305,-0.279762105465337,0.673,0.665,9.14262236033217e-301,"0","Tomm6"
"Atp5o",4.4040313250478e-305,-0.287066479990128,0.504,0.543,1.42567302054447e-300,"0","Atp5o"
"Psma7",2.65691791981469e-304,-0.283365951137221,0.637,0.633,8.6009746900241e-300,"0","Psma7"
"Pnn",5.29675504177097e-301,-0.33108889223651,0.518,0.574,1.7146655421221e-296,"0","Pnn"
"Rnf213",2.70660097644343e-299,-0.272116867629234,0.13,0.206,8.76180868094269e-295,"0","Rnf213"
"Creld2",1.18309852655039e-297,-0.283540411650595,0.225,0.307,3.82992655014893e-293,"0","Creld2"
"Dbi",2.20665043866747e-292,-0.31540083527503,0.48,0.523,7.14336880005432e-288,"0","Dbi"
"Psma1",2.80771898158617e-292,-0.274379822636222,0.576,0.598,9.08914788719074e-288,"0","Psma1"
"Ppp1r14b",3.54989511755933e-290,-0.286242825856749,0.817,0.762,1.14917204745631e-285,"0","Ppp1r14b"
"Gapdh",5.24314280927394e-289,-0.501425271345332,0.93,0.848,1.69731019021816e-284,"0","Gapdh"
"Ndufs6",2.26323188168195e-285,-0.271269077742064,0.367,0.436,7.3265342473808e-281,"0","Ndufs6"
"Micos13",3.03240041347096e-283,-0.268328364666486,0.553,0.58,9.81648661848818e-279,"0","Micos13"
"Hspd1",1.37930376616534e-282,-0.341424356510855,0.475,0.507,4.46508215183045e-278,"0","Hspd1"
"Rfc2",1.86054182329687e-277,-0.258230644851009,0.242,0.323,6.02294599037663e-273,"0","Rfc2"
"Clec2d",6.56354420028392e-268,-0.381413800033405,0.174,0.248,2.12475052851591e-263,"0","Clec2d"
"Mrpl20",9.3128859194472e-268,-0.269970800175292,0.379,0.438,3.01476742984345e-263,"0","Mrpl20"
"Bag1",1.2287340620066e-267,-0.306706031372327,0.599,0.595,3.97765790552777e-263,"0","Bag1"
"Dnajc3",7.03761728250014e-267,-0.287215504887321,0.581,0.599,2.27821746669094e-262,"0","Dnajc3"
"Micos10",2.573879054062e-266,-0.26608219083948,0.553,0.577,8.33216127380951e-262,"0","Micos10"
"Vcam1",8.8714862686052e-265,-0.323506547329636,0.097,0.165,2.87187753487288e-260,"0","Vcam1"
"Atp5mpl",2.74877109843657e-263,-0.273111164063575,0.52,0.553,8.89832179985887e-259,"0","Atp5mpl"
"Shisa5",2.48053292088427e-253,-0.285305546794734,0.45,0.501,8.02998117148657e-249,"0","Shisa5"
"Wdr83os",3.78311919024455e-253,-0.272430336915525,0.551,0.569,1.22467134426597e-248,"0","Wdr83os"
"Anp32b",2.17436469218825e-247,-0.382609557269605,0.525,0.522,7.03885338155179e-243,"0","Anp32b"
"Psmb3",1.84195794560618e-244,-0.262702779694346,0.557,0.574,5.96278626151631e-240,"0","Psmb3"
"Nudc",9.3805416592076e-243,-0.276331030088067,0.564,0.567,3.03666894591869e-238,"0","Nudc"
"Mrpl23",3.16745542064563e-242,-0.264134832541059,0.492,0.538,1.0253686687714e-237,"0","Mrpl23"
"Cox6a1",5.40803165852446e-242,-0.257809780503906,0.573,0.586,1.75068800849754e-237,"0","Cox6a1"
"Prdx4",2.19161419989416e-241,-0.251927058809074,0.293,0.366,7.09469348789738e-237,"0","Prdx4"
"Atp5g3",6.52516775641204e-238,-0.263555360084362,0.398,0.449,2.1123273061057e-233,"0","Atp5g3"
"Nop10",7.66669886002019e-237,-0.255928267026953,0.36,0.424,2.48186375496574e-232,"0","Nop10"
"Dctpp1",1.27566579832504e-235,-0.294887353194682,0.352,0.407,4.12958532233781e-231,"0","Dctpp1"
"Pa2g4",3.41953958835328e-233,-0.272755285793244,0.325,0.385,1.10697335554172e-228,"0","Pa2g4"
"Eif2s1",8.21305356337686e-230,-0.263799849178718,0.357,0.415,2.65872969953636e-225,"0","Eif2s1"
"Lsm6",9.55648727023951e-230,-0.262997791071224,0.46,0.499,3.09362605912193e-225,"0","Lsm6"
"Ndufa7",2.7604311644418e-228,-0.255908963998496,0.623,0.63,8.936067765531e-224,"0","Ndufa7"
"Tmem258",6.88371599563534e-225,-0.256028522773785,0.528,0.556,2.22839654210707e-220,"0","Tmem258"
"Denr",2.76144161865509e-220,-0.278308327838355,0.451,0.49,8.93933880791026e-216,"0","Denr"
"Pdia4",3.95896332545882e-218,-0.280157825998186,0.435,0.477,1.28159560771753e-213,"0","Pdia4"
"Ndufab1",7.77153045529648e-218,-0.250977337843743,0.52,0.54,2.51579983898857e-213,"0","Ndufab1"
"Krit1",1.24172410053928e-217,-0.33728073198724,0.313,0.371,4.01970925826575e-213,"0","Krit1"
"Tmpo",4.08737712577564e-216,-0.254150742668892,0.259,0.326,1.32316572315609e-211,"0","Tmpo"
"Timm23",2.43322081918882e-214,-0.254732389035446,0.418,0.463,7.87682243587804e-210,"0","Timm23"
"Ldha",3.00625718802097e-214,-0.372688296450214,0.568,0.558,9.73185576906147e-210,"0","Ldha"
"Cacybp",2.56569328832344e-211,-0.254834853299945,0.418,0.466,8.30566231296064e-207,"0","Cacybp"
"C1qbp",1.4304441445958e-210,-0.262535005247232,0.412,0.456,4.63063378488552e-206,"0","C1qbp"
"Hpf1",1.41158926475058e-208,-0.26457108139326,0.356,0.409,4.56959676785056e-204,"0","Hpf1"
"Lman1",4.63808607546933e-208,-0.262468462278104,0.484,0.525,1.50144122435093e-203,"0","Lman1"
"Sptbn1",1.5318868702433e-207,-0.513370782618324,0.054,0.102,4.95902417635162e-203,"0","Sptbn1"
"Mrps14",1.747946251149e-205,-0.251831953468249,0.432,0.475,5.65845160421953e-201,"0","Mrps14"
"Myl6",1.35667169279019e-199,-0.259735712984979,0.861,0.805,4.39181760390039e-195,"0","Myl6"
"Fam111a",4.5080529119299e-199,-0.285591924857556,0.341,0.394,1.45934688864995e-194,"0","Fam111a"
"Gatm",8.75067421379275e-193,-0.340988593331941,0.539,0.547,2.83276825648899e-188,"0","Gatm"
"Rsrp1",6.01397830967976e-192,-0.271440566025011,0.92,0.9,1.94684505840953e-187,"0","Rsrp1"
"Ms4a6c",1.0976424514072e-189,-0.400470402143535,0.262,0.32,3.55328814369537e-185,"0","Ms4a6c"
"Cstb",1.44667042626442e-189,-0.38171371190981,0.432,0.459,4.68316150390318e-185,"0","Cstb"
"Ifi30",6.4441032056107e-185,-0.273384857313438,0.638,0.635,2.0860850897203e-180,"0","Ifi30"
"Set",1.29443967977627e-172,-0.265730768546206,0.699,0.653,4.19036013137173e-168,"0","Set"
"Dek",1.88589859041709e-171,-0.320079337153804,0.582,0.566,6.10503091689819e-167,"0","Dek"
"Ttc14",5.69753924725583e-166,-0.293730398619128,0.565,0.592,1.84440740512166e-161,"0","Ttc14"
"Tor3a",7.3585939781997e-153,-0.2730422004915,0.25,0.303,2.38212404262281e-148,"0","Tor3a"
"Aldoa",2.40986460458925e-151,-0.27102872424232,0.748,0.696,7.80121369797632e-147,"0","Aldoa"
"Il1b",3.83905499761168e-149,0.264148460115512,0.241,0.18,1.24277888382685e-144,"0","Il1b"
"Ms4a6b",5.17346369317265e-140,-0.321979787613207,0.453,0.477,1.67475366675385e-135,"0","Ms4a6b"
"Ccl3",6.87446343135516e-131,0.272184973763616,0.61,0.534,2.22540130199829e-126,"0","Ccl3"
"AW112010",6.1367225540397e-129,-0.262420992104704,0.153,0.203,1.98657982519373e-124,"0","AW112010"
"Hsp90aa1",9.49702588138877e-118,-0.299556156058915,0.809,0.728,3.07437721832317e-113,"0","Hsp90aa1"
"Pnisr",2.89693724531786e-103,-0.264817030694775,0.735,0.727,9.37796525054299e-99,"0","Pnisr"
"C5ar1",7.19419536973564e-98,-0.268054281267831,0.373,0.4,2.32890492509082e-93,"0","C5ar1"
"Aldh2",4.21194498532028e-88,-0.263461964571362,0.256,0.294,1.36349083064788e-83,"0","Aldh2"
"Hspa5",2.69423136980622e-73,-0.334954486005596,0.963,0.904,8.72176579033669e-69,"0","Hspa5"
"Gm15503",1.50142369963688e-60,-0.278231042113385,0.404,0.411,4.86040880046451e-56,"0","Gm15503"
"Tsc22d1",4.30084521254202e-53,-0.304803665000666,0.115,0.085,1.3922696122041e-48,"0","Tsc22d1"
"Slc2a1",1.25105101361864e-47,-0.358601396678614,0.159,0.187,4.04990234128625e-43,"0","Slc2a1"
"Stab1",1.3270951508633e-31,-0.354744956968523,0.585,0.566,4.29607242237468e-27,"0","Stab1"
"AC149090.1",6.44842196181636e-26,-0.257999128513653,0.698,0.656,2.08748315747919e-21,"0","AC149090.1"
"Tnf",4.39347481022784e-18,-0.856744612199639,0.437,0.341,1.42225566556696e-13,"0","Tnf"
"Slc6a6",5.07908178028937e-12,-0.264240649361293,0.488,0.472,1.64420035391527e-07,"0","Slc6a6"
"Hspa1a",1.0419700161409e-07,-0.519251452583908,0.251,0.25,0.00337306533625132,"0","Hspa1a"
"Lyz2",1.33333274099424e-07,-1.00853091279566,0.743,0.694,0.00431626474914656,"0","Lyz2"
"Gpr84",0.000339311053367651,-0.375907361949376,0.625,0.543,1,"0","Gpr84"
"Arhgap45",0,0.804758876668311,0.838,0.744,0,"1","Arhgap45"
"AC149090.1.1",0,0.738952637511368,0.728,0.651,0,"1","AC149090.1"
"Gm15503.1",0,0.719729581207251,0.5,0.367,0,"1","Gm15503"
"Rsrp1.1",0,0.664880671142076,0.918,0.905,0,"1","Rsrp1"
"Nav2",0,0.646723749011613,0.707,0.645,0,"1","Nav2"
"P2ry12",0,0.614629157938627,0.99,0.95,0,"1","P2ry12"
"Pnisr.1",0,0.614058950705753,0.749,0.722,0,"1","Pnisr"
"Vsir",0,0.612638602206862,0.95,0.913,0,"1","Vsir"
"Siglech",0,0.605848785486718,0.981,0.938,0,"1","Siglech"
"Hpgds",0,0.582973894587817,0.88,0.857,0,"1","Hpgds"
"Ifngr1",0,0.582786897200405,0.946,0.927,0,"1","Ifngr1"
"Pag1",0,0.57391618884143,0.791,0.768,0,"1","Pag1"
"Dock4",0,0.570570674653148,0.699,0.665,0,"1","Dock4"
"Maf",0,0.566580262788406,0.881,0.862,0,"1","Maf"
"Frmd4a",0,0.564385533479757,0.832,0.813,0,"1","Frmd4a"
"Selplg",0,0.562379382904975,0.993,0.96,0,"1","Selplg"
"P2ry13",0,0.551150227103458,0.858,0.845,0,"1","P2ry13"
"Gpr34",0,0.546598158280708,0.989,0.956,0,"1","Gpr34"
"Krit1.1",0,0.54116209653903,0.392,0.324,0,"1","Krit1"
"Ogt",0,0.536904032820261,0.587,0.551,0,"1","Ogt"
"Frmd4b",0,0.530402205726673,0.699,0.68,0,"1","Frmd4b"
"Otulinl",0,0.528760010528127,0.887,0.871,0,"1","Otulinl"
"Atp2c1",0,0.52646231939637,0.595,0.599,0,"1","Atp2c1"
"Rnase4",0,0.522470927831554,0.874,0.841,0,"1","Rnase4"
"Ttc14.1",0,0.522465592743506,0.591,0.574,0,"1","Ttc14"
"Tmem86a",0,0.512330636196067,0.712,0.703,0,"1","Tmem86a"
"Tanc2",0,0.505483618295388,0.807,0.791,0,"1","Tanc2"
"Tmem119",0,0.490753634342241,0.978,0.94,0,"1","Tmem119"
"Csmd3",0,0.488541140672108,0.457,0.422,0,"1","Csmd3"
"Epb41l2",0,0.486791233217255,0.936,0.923,0,"1","Epb41l2"
"Ssh2",0,0.485882337361591,0.84,0.835,0,"1","Ssh2"
"Slc2a5",0,0.483122606755534,0.671,0.644,0,"1","Slc2a5"
"Cyth4",0,0.482581018814064,0.882,0.883,0,"1","Cyth4"
"Ecscr",0,0.482024533832109,0.809,0.807,0,"1","Ecscr"
"F11r",0,0.480751920111247,0.863,0.859,0,"1","F11r"
"Mef2a",0,0.480084338252397,0.909,0.908,0,"1","Mef2a"
"Arhgap5",0,0.478027471855373,0.914,0.914,0,"1","Arhgap5"
"Hexb",0,0.477493328556697,0.999,0.984,0,"1","Hexb"
"Ltc4s",0,0.469811680486749,0.905,0.884,0,"1","Ltc4s"
"Tgfbr1",0,0.469384055615168,0.945,0.925,0,"1","Tgfbr1"
"Srgap2",0,0.468447288566449,0.87,0.88,0,"1","Srgap2"
"Cx3cr1",0,0.467874313466458,0.994,0.971,0,"1","Cx3cr1"
"P2ry6",0,0.466164790859517,0.707,0.711,0,"1","P2ry6"
"Ivns1abp",0,0.464941624158398,0.829,0.843,0,"1","Ivns1abp"
"Ophn1",0,0.458730530265911,0.634,0.647,0,"1","Ophn1"
"Zeb2",0,0.451671135399661,0.852,0.875,0,"1","Zeb2"
"Pwwp2a",0,0.451187446587206,0.519,0.519,0,"1","Pwwp2a"
"Mbnl1",0,0.447260298184353,0.837,0.865,0,"1","Mbnl1"
"Arglu1",0,0.447172126196337,0.674,0.705,0,"1","Arglu1"
"Laptm5",0,0.441772002917502,0.994,0.979,0,"1","Laptm5"
"Malat1",0,0.441364690213164,0.986,0.986,0,"1","Malat1"
"Fchsd2",0,0.439320502724712,0.588,0.604,0,"1","Fchsd2"
"Mir99ahg",0,0.438630535232226,0.622,0.646,0,"1","Mir99ahg"
"Phf14",0,0.438117401972084,0.556,0.566,0,"1","Phf14"
"Cd33",0,0.437461874362329,0.776,0.784,0,"1","Cd33"
"Cd300a",0,0.436975044222089,0.594,0.579,0,"1","Cd300a"
"Entpd1",0,0.436264885157518,0.769,0.767,0,"1","Entpd1"
"Elmo1",0,0.434313949089068,0.724,0.746,0,"1","Elmo1"
"Fcgr3",0,0.432493677629667,0.97,0.947,0,"1","Fcgr3"
"Dock8",0,0.432412701533132,0.672,0.695,0,"1","Dock8"
"Ankrd44",0,0.42721355010109,0.546,0.552,0,"1","Ankrd44"
"Gm10790",0,0.425577738580371,0.349,0.291,0,"1","Gm10790"
"Dock10",0,0.421939219148124,0.656,0.672,0,"1","Dock10"
"Golm1",0,0.42155738313826,0.841,0.848,0,"1","Golm1"
"Man2b1",0,0.416689604801788,0.897,0.905,0,"1","Man2b1"
"Ccr5",0,0.414052262281416,0.817,0.815,0,"1","Ccr5"
"Asph",0,0.41301029503841,0.6,0.62,0,"1","Asph"
"Adgrg1",0,0.412921826157462,0.703,0.704,0,"1","Adgrg1"
"Plxdc2",0,0.408867269031669,0.896,0.891,0,"1","Plxdc2"
"9930111J21Rik2",0,0.40768496674729,0.598,0.608,0,"1","9930111J21Rik2"
"Tmem173",0,0.406226966329417,0.685,0.715,0,"1","Tmem173"
"Abca9",0,0.406123044664803,0.534,0.53,0,"1","Abca9"
"Atp6v0b",0,0.401044417038857,0.954,0.967,0,"1","Atp6v0b"
"Trem2",0,0.400526456704866,0.997,0.98,0,"1","Trem2"
"Mef2c",0,0.398812262501823,0.957,0.963,0,"1","Mef2c"
"Son",0,0.394261382087149,0.897,0.927,0,"1","Son"
"Prex1",0,0.39289310921362,0.575,0.598,0,"1","Prex1"
"Sirpa",0,0.392459957784797,0.916,0.924,0,"1","Sirpa"
"Snrnp70",0,0.386861560134977,0.759,0.808,0,"1","Snrnp70"
"Susd3",0,0.386535248999722,0.749,0.768,0,"1","Susd3"
"Scoc",0,0.383433615581404,0.863,0.889,0,"1","Scoc"
"Qk",0,0.38256586536716,0.967,0.969,0,"1","Qk"
"Ang",0,0.381383085565974,0.633,0.644,0,"1","Ang"
"Mtdh",0,0.380970276769064,0.948,0.956,0,"1","Mtdh"
"Scamp2",0,0.374515654039929,0.864,0.891,0,"1","Scamp2"
"E230029C05Rik",0,0.368254614798691,0.716,0.727,0,"1","E230029C05Rik"
"Serinc3",0,0.367366029956402,0.991,0.989,0,"1","Serinc3"
"Pmepa1",0,0.363503783801015,0.929,0.937,0,"1","Pmepa1"
"Ptgs1",0,0.360680368358396,0.877,0.881,0,"1","Ptgs1"
"Sall1",0,0.359196814407849,0.699,0.726,0,"1","Sall1"
"Rnf13",0,0.356841398090307,0.655,0.699,0,"1","Rnf13"
"Mertk",0,0.356840082002259,0.745,0.783,0,"1","Mertk"
"Gns",0,0.352900759777566,0.726,0.767,0,"1","Gns"
"Nrip1",0,0.351683874549153,0.774,0.787,0,"1","Nrip1"
"Slco2b1",0,0.351010924464004,0.795,0.827,0,"1","Slco2b1"
"Mpeg1",0,0.346004314064013,0.819,0.838,0,"1","Mpeg1"
"Cmtm6",0,0.344087909834129,0.805,0.838,0,"1","Cmtm6"
"Lair1",0,0.338385987671676,0.888,0.899,0,"1","Lair1"
"Cd164",0,0.336607871636585,0.726,0.775,0,"1","Cd164"
"Csf1r",0,0.336607861916626,0.997,0.981,0,"1","Csf1r"
"Cd37",0,0.33401995740221,0.834,0.86,0,"1","Cd37"
"Asah1",0,0.330814081377874,0.81,0.859,0,"1","Asah1"
"Cst3.1",0,0.329363890477241,1,1,0,"1","Cst3"
"Fcrls",0,0.328942856724638,0.983,0.969,0,"1","Fcrls"
"Lpcat2",0,0.327705657357227,0.961,0.947,0,"1","Lpcat2"
"Cd300c2",0,0.32707322761251,0.911,0.921,0,"1","Cd300c2"
"Adap2",0,0.326779131738378,0.766,0.797,0,"1","Adap2"
"Cfh",0,0.322708505426545,0.816,0.844,0,"1","Cfh"
"Olfml3",0,0.316654122097626,0.974,0.947,0,"1","Olfml3"
"Picalm",0,0.316385612535701,0.83,0.876,0,"1","Picalm"
"Ctsh",0,0.315745680194635,0.949,0.964,0,"1","Ctsh"
"Fyb",0,0.315356468917965,0.819,0.859,0,"1","Fyb"
"Apbb1ip",0,0.314486416679844,0.85,0.879,0,"1","Apbb1ip"
"Srrm2",0,0.309652407454437,0.854,0.905,0,"1","Srrm2"
"Arl6ip1",0,0.307491655845054,0.807,0.863,0,"1","Arl6ip1"
"Zfhx3.1",0,0.30352375626132,0.884,0.895,0,"1","Zfhx3"
"Hexa",0,0.302910522597398,0.915,0.938,0,"1","Hexa"
"Rrbp1",0,0.302645818745722,0.96,0.968,0,"1","Rrbp1"
"Lyn",0,0.300988918323299,0.81,0.862,0,"1","Lyn"
"Itm2b",0,0.292087286213702,0.997,0.999,0,"1","Itm2b"
"Cd53",0,0.288475493509158,0.87,0.905,0,"1","Cd53"
"Rbm39",0,0.286563092639,0.908,0.942,0,"1","Rbm39"
"Lgmn",0,0.284321110649456,0.997,0.984,0,"1","Lgmn"
"Tmem59",0,0.281209328855975,0.871,0.921,0,"1","Tmem59"
"Selenop",0,0.280131795464461,0.966,0.952,0,"1","Selenop"
"Ctss.1",0,0.279715920085869,0.998,0.986,0,"1","Ctss"
"Unc93b1",0,0.264844774245161,0.934,0.949,0,"1","Unc93b1"
"Psap",0,0.264808325544449,0.98,0.984,0,"1","Psap"
"Ctsl",0,0.256262646114438,0.984,0.979,0,"1","Ctsl"
"Gm42418",0,0.252740433162407,0.993,0.998,0,"1","Gm42418"
"Cd81",0,0.251999297211561,0.996,0.989,0,"1","Cd81"
"Marcks",0,0.251047460055435,0.984,0.982,0,"1","Marcks"
"H1f0.1",0,-0.250039513687923,0.141,0.258,0,"1","H1f0"
"Gm17056",0,-0.250053806007923,0.008,0.123,0,"1","Gm17056"
"Tra2b.1",0,-0.250120250247683,0.546,0.781,0,"1","Tra2b"
"Sub1",0,-0.250166404974697,0.576,0.808,0,"1","Sub1"
"Slc38a2.1",0,-0.250880557910984,0.377,0.644,0,"1","Slc38a2"
"Sdc3.1",0,-0.251726483779183,0.064,0.213,0,"1","Sdc3"
"Kif5b",0,-0.252305569230915,0.44,0.697,0,"1","Kif5b"
"Slc15a3",0,-0.252582637793775,0.386,0.643,0,"1","Slc15a3"
"Nlrp3",0,-0.252638525041181,0.173,0.38,0,"1","Nlrp3"
"Cox7b.1",0,-0.253318742555623,0.421,0.636,0,"1","Cox7b"
"Bcl2a1a",0,-0.253353171040185,0.165,0.337,0,"1","Bcl2a1a"
"Siva1.1",0,-0.253678002771642,0.096,0.27,0,"1","Siva1"
"Snrpb",0,-0.253939766293636,0.535,0.766,0,"1","Snrpb"
"Jpt1",0,-0.254357033113591,0.478,0.716,0,"1","Jpt1"
"Ywhaz",0,-0.254757098878556,0.473,0.728,0,"1","Ywhaz"
"Hells.1",0,-0.256455164298236,0.006,0.116,0,"1","Hells"
"Tbpl1.1",0,-0.257893600844417,0.209,0.431,0,"1","Tbpl1"
"Tnfaip2",0,-0.257942973169015,0.071,0.207,0,"1","Tnfaip2"
"Uqcr11.1",0,-0.258329105706969,0.467,0.672,0,"1","Uqcr11"
"Ptbp1",0,-0.259502987789888,0.236,0.479,0,"1","Ptbp1"
"Cd72.1",0,-0.259679334825027,0.029,0.13,0,"1","Cd72"
"Emp3.1",0,-0.260010771523769,0.128,0.28,0,"1","Emp3"
"Mknk2.1",0,-0.26044767077432,0.165,0.375,0,"1","Mknk2"
"Dynll2",0,-0.261003750245936,0.236,0.465,0,"1","Dynll2"
"Gng5",0,-0.261272513654104,0.804,0.937,0,"1","Gng5"
"Serf2.1",0,-0.261841292344103,0.846,0.953,0,"1","Serf2"
"Efhd2",0,-0.262537110839816,0.706,0.881,0,"1","Efhd2"
"Cotl1",0,-0.263072675476669,0.692,0.858,0,"1","Cotl1"
"Hnrnpu",0,-0.263321096928139,0.626,0.845,0,"1","Hnrnpu"
"Bola2.1",0,-0.263926162926521,0.259,0.445,0,"1","Bola2"
"Aldh2.1",0,-0.266417241661852,0.161,0.329,0,"1","Aldh2"
"Sap30",0,-0.266953538614948,0.094,0.273,0,"1","Sap30"
"Serbp1",0,-0.267776737309912,0.624,0.829,0,"1","Serbp1"
"Psme2.1",0,-0.267833282950513,0.358,0.566,0,"1","Psme2"
"Midn.1",0,-0.268071419458656,0.133,0.332,0,"1","Midn"
"Zc3h12a",0,-0.268105008316792,0.065,0.242,0,"1","Zc3h12a"
"Map3k8",0,-0.269336218097138,0.068,0.247,0,"1","Map3k8"
"Dusp6.1",0,-0.270453039282392,0.544,0.718,0,"1","Dusp6"
"Snu13",0,-0.270781629402654,0.361,0.611,0,"1","Snu13"
"Dbi.1",0,-0.271365015655672,0.353,0.571,0,"1","Dbi"
"H2-D1",0,-0.272156210925806,0.796,0.938,0,"1","H2-D1"
"Impdh2",0,-0.273502704111161,0.131,0.334,0,"1","Impdh2"
"Tsc22d2.1",0,-0.273840115180607,0.319,0.563,0,"1","Tsc22d2"
"AI506816.1",0,-0.274150697523322,0.095,0.263,0,"1","AI506816"
"Chchd2",0,-0.274850766513667,0.774,0.926,0,"1","Chchd2"
"Snhg1",0,-0.275042474310848,0.136,0.339,0,"1","Snhg1"
"Vmp1",0,-0.275576805997438,0.371,0.62,0,"1","Vmp1"
"Mat2a",0,-0.275880520615608,0.442,0.687,0,"1","Mat2a"
"Snx3",0,-0.276561310731412,0.435,0.686,0,"1","Snx3"
"Klf10",0,-0.276620711475348,0.064,0.207,0,"1","Klf10"
"Elob.1",0,-0.279241525212451,0.584,0.789,0,"1","Elob"
"Phf11b.1",0,-0.280515225019729,0.065,0.185,0,"1","Phf11b"
"Slc2a1.1",0,-0.280777277144271,0.104,0.205,0,"1","Slc2a1"
"Bcl2a1d",0,-0.281447375244779,0.034,0.162,0,"1","Bcl2a1d"
"H2-Q4",0,-0.282499790889955,0.108,0.316,0,"1","H2-Q4"
"Slc25a5",0,-0.282591028160609,0.734,0.905,0,"1","Slc25a5"
"Oaz1",0,-0.283390605483406,0.88,0.974,0,"1","Oaz1"
"Hmox1",0,-0.28538249470858,0.101,0.259,0,"1","Hmox1"
"Mcm5.1",0,-0.286175644907781,0.011,0.142,0,"1","Mcm5"
"Pea15a",0,-0.287213784897091,0.25,0.496,0,"1","Pea15a"
"Zfp36l2.1",0,-0.292559683226776,0.787,0.888,0,"1","Zfp36l2"
"Gpr65",0,-0.292840575847887,0.031,0.162,0,"1","Gpr65"
"Banf1.1",0,-0.293957966243125,0.19,0.405,0,"1","Banf1"
"Dut.1",0,-0.29671487943822,0.023,0.146,0,"1","Dut"
"Pim3",0,-0.297705800462558,0.066,0.233,0,"1","Pim3"
"Rpl41.1",0,-0.297952328892412,0.951,0.992,0,"1","Rpl41"
"Rasgef1b",0,-0.300606305439097,0.086,0.268,0,"1","Rasgef1b"
"Tssc4",0,-0.302158601679308,0.146,0.362,0,"1","Tssc4"
"Eif3a",0,-0.303670678542105,0.455,0.724,0,"1","Eif3a"
"Trim47.1",0,-0.303957742795667,0.14,0.362,0,"1","Trim47"
"Ets2",0,-0.304007722497115,0.06,0.235,0,"1","Ets2"
"Hmgn1",0,-0.304043354299378,0.5,0.742,0,"1","Hmgn1"
"Uqcrq.1",0,-0.30438164382172,0.448,0.671,0,"1","Uqcrq"
"Tubb4b",0,-0.305645699812737,0.15,0.368,0,"1","Tubb4b"
"Rtp4.1",0,-0.307017764574138,0.046,0.169,0,"1","Rtp4"
"Slbp",0,-0.307421365529529,0.238,0.481,0,"1","Slbp"
"Snrpd1.1",0,-0.307451209791697,0.253,0.475,0,"1","Snrpd1"
"Bag1.1",0,-0.309150808730507,0.433,0.67,0,"1","Bag1"
"Mvp.1",0,-0.309189861963251,0.156,0.405,0,"1","Mvp"
"Dnaja1",0,-0.310609530382544,0.575,0.806,0,"1","Dnaja1"
"Slfn5.1",0,-0.311786351805481,0.013,0.105,0,"1","Slfn5"
"Nasp",0,-0.31304812326744,0.087,0.287,0,"1","Nasp"
"Lig1.1",0,-0.313182397127627,0.037,0.176,0,"1","Lig1"
"Stk17b",0,-0.314383725035831,0.202,0.413,0,"1","Stk17b"
"Myl12a",0,-0.315073924220851,0.354,0.62,0,"1","Myl12a"
"Manf.1",0,-0.315853774425226,0.685,0.833,0,"1","Manf"
"Per1.1",0,-0.317003489212866,0.078,0.285,0,"1","Per1"
"Cox5a.1",0,-0.318438927317398,0.431,0.67,0,"1","Cox5a"
"Clk1.1",0,-0.318647991136739,0.592,0.819,0,"1","Clk1"
"Cycs",0,-0.318778025596024,0.23,0.471,0,"1","Cycs"
"Ddx5.1",0,-0.319901290602917,0.938,0.984,0,"1","Ddx5"
"Hspd1.1",0,-0.325349946729274,0.328,0.567,0,"1","Hspd1"
"Arpc2",0,-0.329074003507397,0.822,0.951,0,"1","Arpc2"
"Neurl3.1",0,-0.331628723299787,0.377,0.611,0,"1","Neurl3"
"Rps27l.1",0,-0.33294006359281,0.443,0.675,0,"1","Rps27l"
"Pabpc1",0,-0.337413941135669,0.725,0.906,0,"1","Pabpc1"
