"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Cd832",2.36119822725789e-101,0.341863165921428,0.913,0.703,7.64367090127925e-97,"5","Cd83"
"Ckb",4.28971602624525e-96,0.275880610273848,0.997,0.96,1.38866687201611e-91,"5","Ckb"
"Gm438131",6.05000207421057e-96,0.272820559007298,0.6,0.361,1.95850667146345e-91,"5","Gm43813"
"Ddx3x1",1.62505243240236e-94,0.330661490675066,0.791,0.565,5.26061973417291e-90,"5","Ddx3x"
"Klf41",6.71555486163307e-91,0.260973721550924,0.484,0.28,2.17395941980786e-86,"5","Klf4"
"Ier32",8.89116934682275e-89,0.300946281579878,0.865,0.623,2.87824934095346e-84,"5","Ier3"
"Cited22",5.65562793966019e-88,0.409136517184509,0.711,0.499,1.8308398766268e-83,"5","Cited2"
"Irf11",3.36684546534339e-84,0.284923946058959,0.561,0.342,1.08991521404096e-79,"5","Irf1"
"mt-Nd51",1.79652469739839e-80,0.266301130097697,0.971,0.834,5.81570975041808e-76,"5","mt-Nd5"
"Brd21",1.13302348245017e-74,0.266854457349413,0.768,0.549,3.66782361738768e-70,"5","Brd2"
"Chd41",3.94955671879214e-73,0.295609962495954,0.808,0.592,1.27855050100739e-68,"5","Chd4"
"Zfp36l12",4.66085050937578e-73,0.268631068290415,0.977,0.868,1.50881052689513e-68,"5","Zfp36l1"
"Dnajb11",5.79366942793305e-69,0.355541104595455,0.536,0.35,1.87552666721049e-64,"5","Dnajb1"
"Cebpd1",2.5164910235071e-53,0.305442842141567,0.786,0.603,8.14638474129719e-49,"5","Cebpd"
"Tnf",0,1.63807787143529,0.759,0.344,0,"6","Tnf"
"Sdf2l1",0,1.32305307622766,0.946,0.598,0,"6","Sdf2l1"
"Gpr841",0,1.14838350402599,0.906,0.559,0,"6","Gpr84"
"Mif",0,1.08076633791328,0.9,0.545,0,"6","Mif"
"Gapdh",0,1.02635157231891,0.993,0.893,0,"6","Gapdh"
"Pkm",0,1.00624139930011,0.929,0.631,0,"6","Pkm"
"Nme2",0,0.995033579676464,0.981,0.823,0,"6","Nme2"
"Nme1",0,0.984857534890259,0.825,0.399,0,"6","Nme1"
"Tubb5",0,0.978943039069026,0.958,0.747,0,"6","Tubb5"
"Ranbp1",0,0.971116164293116,0.865,0.462,0,"6","Ranbp1"
"Calr",0,0.953775521932914,0.997,0.956,0,"6","Calr"
"Hspa5",0,0.953352347581765,0.994,0.935,0,"6","Hspa5"
"Stmn1",0,0.950900491679493,0.655,0.227,0,"6","Stmn1"
"Cd52",0,0.941164225166103,0.955,0.759,0,"6","Cd52"
"Manf",0,0.927319757756919,0.966,0.79,0,"6","Manf"
"Cd74",0,0.91675313143624,0.551,0.167,0,"6","Cd74"
"Ran",0,0.91405211654541,0.912,0.603,0,"6","Ran"
"Cst7",0,0.902055677806116,0.545,0.128,0,"6","Cst7"
"Eif5a",0,0.900515721924325,0.956,0.74,0,"6","Eif5a"
"Mcm3",0,0.875492561864089,0.624,0.21,0,"6","Mcm3"
"Ccl12",0,0.86704071538519,0.9,0.449,0,"6","Ccl12"
"Rpsa",0,0.85259173856605,0.999,0.981,0,"6","Rpsa"
"Ccl2",0,0.849833954139181,0.545,0.204,0,"6","Ccl2"
"Hsp90ab1",0,0.83836842491424,0.999,0.971,0,"6","Hsp90ab1"
"Ctsz",0,0.837036497164991,1,0.997,0,"6","Ctsz"
"Atp5g1",0,0.807016816996236,0.894,0.589,0,"6","Atp5g1"
"AI506816",0,0.800745857897871,0.589,0.17,0,"6","AI506816"
"Eef1g",0,0.799282860825622,0.929,0.698,0,"6","Eef1g"
"Mcm6",0,0.797538041777632,0.469,0.092,0,"6","Mcm6"
"Ssr4",0,0.794184329933623,0.993,0.906,0,"6","Ssr4"
"Rps2",0,0.789831667503136,1,0.973,0,"6","Rps2"
"Lpl",0,0.778915995786838,0.409,0.095,0,"6","Lpl"
"Pcna",0,0.762503703580435,0.665,0.305,0,"6","Pcna"
"Pdia6",0,0.752595508604593,0.974,0.852,0,"6","Pdia6"
"Hint1",0,0.750878041949504,0.946,0.754,0,"6","Hint1"
"Atox1",0,0.749917234543468,0.94,0.742,0,"6","Atox1"
"Cxcl16",0,0.736491654809226,0.728,0.369,0,"6","Cxcl16"
"Cpd",0,0.731819302248136,0.546,0.176,0,"6","Cpd"
"Ybx1",0,0.730962313108452,0.955,0.775,0,"6","Ybx1"
"Rbm3",0,0.724879681067398,0.906,0.659,0,"6","Rbm3"
"Nap1l1",0,0.71088150931763,0.694,0.354,0,"6","Nap1l1"
"Uqcr11",0,0.704571790481231,0.854,0.572,0,"6","Uqcr11"
"Mcm5",0,0.689485331246291,0.404,0.065,0,"6","Mcm5"
"Lig1",0,0.689077762062541,0.434,0.095,0,"6","Lig1"
"Hsp90b1",0,0.676944438185395,0.993,0.959,0,"6","Hsp90b1"
"Cd9",0,0.67626304923684,0.998,0.991,0,"6","Cd9"
"Prdx1",0,0.669340344967682,0.922,0.702,0,"6","Prdx1"
"Bst2",0,0.667479101377847,0.899,0.616,0,"6","Bst2"
"Atp5e",0,0.666258730705772,0.946,0.786,0,"6","Atp5e"
"Ndufa4",0,0.660030384382605,0.931,0.74,0,"6","Ndufa4"
"Capg",0,0.65900813461132,0.499,0.17,0,"6","Capg"
"Npm1",0,0.633320690195919,0.976,0.865,0,"6","Npm1"
"Rpl411",0,0.627746431835349,0.999,0.987,0,"6","Rpl41"
"Hells",0,0.612099161838613,0.34,0.049,0,"6","Hells"
"Cbx5",0,0.602119341965105,0.453,0.134,0,"6","Cbx5"
"Hspa8",0,0.59889507327032,0.996,0.977,0,"6","Hspa8"
"Mcm2",0,0.58598100256694,0.36,0.056,0,"6","Mcm2"
"Cxcl10",0,0.584265166783898,0.517,0.133,0,"6","Cxcl10"
"Ppia",0,0.582168450565365,1,0.992,0,"6","Ppia"
"Cyba",0,0.546451141427093,0.997,0.986,0,"6","Cyba"
"Tipin",0,0.545876272842103,0.396,0.112,0,"6","Tipin"
"Dut",0,0.542960714719948,0.354,0.075,0,"6","Dut"
"mt-Nd11",0,0.540364862082645,0.995,0.991,0,"6","mt-Nd1"
"Atad2",0,0.534739498307311,0.41,0.131,0,"6","Atad2"
"Mcm7",0,0.529383941248789,0.363,0.084,0,"6","Mcm7"
"Fxyd5",0,0.51960338174922,0.342,0.08,0,"6","Fxyd5"
"Topbp1",0,0.518691921427433,0.388,0.112,0,"6","Topbp1"
"Rps191",0,0.508235733527151,0.999,0.985,0,"6","Rps19"
"Dnajc9",0,0.497920596669373,0.403,0.115,0,"6","Dnajc9"
"Mcm4",0,0.48324400374191,0.329,0.067,0,"6","Mcm4"
"Gmnn",0,0.482421680867833,0.325,0.079,0,"6","Gmnn"
"E2f1",0,0.46003626195636,0.27,0.04,0,"6","E2f1"
"Rfc4",0,0.447530243045786,0.319,0.077,0,"6","Rfc4"
"Gins2",0,0.445655418744816,0.306,0.062,0,"6","Gins2"
"Tmsb4x",0,0.327521653336294,1,1,0,"6","Tmsb4x"
"Anp32b",1.25229368897944e-307,0.75389822468758,0.799,0.492,4.05392512996424e-303,"6","Anp32b"
"Ly86",2.12809164281052e-306,0.528399933779728,0.999,0.998,6.88905826610621e-302,"6","Ly86"
"Slamf9",2.42521672129522e-304,0.678281402413847,0.704,0.358,7.8509115701769e-300,"6","Slamf9"
"Pdia3",2.47523615130815e-302,0.619271455036354,0.973,0.854,8.01283446901475e-298,"6","Pdia3"
"Cks1b",2.49706083411493e-301,0.378132275362684,0.297,0.075,8.08348533219685e-297,"6","Cks1b"
"Gnas",1.72486685081434e-297,0.561646135853707,0.976,0.903,5.58373896945618e-293,"6","Gnas"
"Phgdh",2.20811935729932e-295,0.685929791566515,0.802,0.494,7.14812398344935e-291,"6","Phgdh"
"Dnmt1",4.84283490572063e-291,0.49376139579317,0.388,0.126,1.56772251567988e-286,"6","Dnmt1"
"Fen1",7.7802166615086e-291,0.461795734580497,0.36,0.11,2.51861173766357e-286,"6","Fen1"
"Snrpd1",1.26954272410674e-290,0.648632093083478,0.71,0.374,4.10976370647834e-286,"6","Snrpd1"
"Gusb",3.85063509363832e-287,0.648551329277681,0.896,0.638,1.2465275925126e-282,"6","Gusb"
"Ppa1",6.94593928943052e-287,0.431604821007192,0.396,0.129,2.24853946677445e-282,"6","Ppa1"
"Pgk1",1.2758600582211e-286,0.647843100606212,0.673,0.339,4.13021418047334e-282,"6","Pgk1"
"Cdca7",4.78152935265052e-286,0.522166143866571,0.412,0.141,1.54787668204003e-281,"6","Cdca7"
"Cfl1",1.00676011116408e-283,0.485688360300135,0.993,0.956,3.25908383186035e-279,"6","Cfl1"
"Uqcrq",4.46064035769479e-282,0.646634499383026,0.849,0.57,1.44399849659296e-277,"6","Uqcrq"
"C5ar1",1.40749707625222e-281,0.767173841192573,0.686,0.359,4.55634953524368e-277,"6","C5ar1"
"Ppib",2.08863684580329e-281,0.512394950020624,0.981,0.916,6.76133519723441e-277,"6","Ppib"
"Hsp90aa1",3.67290355393634e-280,0.674394165689991,0.94,0.76,1.18899233848027e-275,"6","Hsp90aa1"
"Pfn1",5.80233441334234e-277,0.460299320511616,0.995,0.967,1.87833169628718e-272,"6","Pfn1"
"Eif4a1",2.30671933110256e-276,0.583807890209104,0.956,0.836,7.46731181864521e-272,"6","Eif4a1"
"Flna",5.41977672600575e-272,0.482215489177279,0.422,0.151,1.75449012174258e-267,"6","Flna"
"Txn1",6.93156595106432e-272,0.615185984211522,0.71,0.383,2.24388652967854e-267,"6","Txn1"
"Bola2",4.40541855884069e-271,0.624782602812362,0.679,0.347,1.42612209586791e-266,"6","Bola2"
"Calm1",2.8199486124828e-268,0.555861652697065,0.975,0.862,9.12873764832932e-264,"6","Calm1"
"Snrpa1",5.53416618465175e-267,0.579326059418529,0.591,0.274,1.79152027729547e-262,"6","Snrpa1"
"Rpl141",1.44310481379768e-265,0.476581133151576,0.996,0.971,4.67161890322584e-261,"6","Rpl14"
"Elob",4.84825861382094e-262,0.594539666832074,0.906,0.701,1.56947827846612e-257,"6","Elob"
"Impdh2",7.85483701064957e-261,0.545347249233606,0.541,0.238,2.54276783708748e-256,"6","Impdh2"
"Fkbp2",4.89073490846195e-259,0.601766391434477,0.904,0.677,1.5832287045673e-254,"6","Fkbp2"
"Tagln2",5.84918109591944e-257,0.615601835093224,0.685,0.355,1.89349690437104e-252,"6","Tagln2"
"Atp5j2",3.25546525340076e-254,0.605266866022697,0.888,0.694,1.05385921183089e-249,"6","Atp5j2"
"Rps27l",6.1372978869045e-254,0.617462391737688,0.837,0.573,1.98676607194872e-249,"6","Rps27l"
"Smc2",6.55668373665733e-252,0.435796863957152,0.375,0.128,2.12252965923071e-247,"6","Smc2"
"Lgals3bp",7.30791629431728e-252,0.579989753795563,0.658,0.325,2.36571866279639e-247,"6","Lgals3bp"
"Ppp1r14b",1.03114556905998e-250,0.586487290285893,0.934,0.794,3.33802443616096e-246,"6","Ppp1r14b"
"Ezh2",6.39693729494613e-250,0.384002308488456,0.296,0.086,2.07081654111996e-245,"6","Ezh2"
"Serf2",9.75726337876121e-250,0.480978754715649,0.98,0.922,3.15862130097258e-245,"6","Serf2"
"Banf1",6.1672863328423e-249,0.551338974644719,0.622,0.305,1.99647393166771e-244,"6","Banf1"
"Rps81",6.83482032576023e-248,0.382427137866385,1,0.997,2.2125680358551e-243,"6","Rps8"
"H2afz",2.17693747589457e-245,0.518749399460701,0.961,0.851,7.04718199696591e-241,"6","H2afz"
"Set",1.02328952886306e-244,0.615327524632041,0.891,0.658,3.31259286283549e-240,"6","Set"
"Gm100761",1.14473712328952e-244,0.589890932220314,0.924,0.73,3.70574301551283e-240,"6","Gm10076"
"Adamts1",1.31829521419244e-244,0.942778487156521,0.358,0.122,4.26758526738376e-240,"6","Adamts1"
"Ifitm3",7.5361026015594e-244,0.319027493962714,0.417,0.148,2.43958713417681e-239,"6","Ifitm3"
"Cox6c",1.80017899174712e-243,0.586135224321044,0.901,0.704,5.82753943208379e-239,"6","Cox6c"
"Cox7b",2.12063496671042e-241,0.607099813789706,0.813,0.542,6.86491951423496e-237,"6","Cox7b"
"Rplp01",7.24953443267652e-241,0.399185171335571,1,0.994,2.34681928654604e-236,"6","Rplp0"
"Hat1",1.6153182305395e-240,0.465340032151267,0.438,0.171,5.22910817590247e-236,"6","Hat1"
"Rps171",5.20375873259482e-239,0.496445451635014,0.982,0.923,1.68456077691559e-234,"6","Rps17"
"Siva1",3.50494584463456e-237,0.450919086912603,0.448,0.179,1.1346210688251e-232,"6","Siva1"
"Cox7c",1.08474722425605e-235,0.527960743144265,0.943,0.801,3.51154371436169e-231,"6","Cox7c"
"Ncl",5.61148247175556e-232,0.637929220166712,0.91,0.734,1.81654910575671e-227,"6","Ncl"
"Rpn1",2.04930055785687e-231,0.577393928513386,0.733,0.424,6.63399576589425e-227,"6","Rpn1"
"Gm26917",1.78379346176195e-230,0.796779907717886,0.575,0.281,5.77449619441579e-226,"6","Gm26917"
"Rpa2",7.47785356762571e-230,0.357450517151964,0.292,0.089,2.4207307569118e-225,"6","Rpa2"
"Tpi1",1.59484192712015e-229,0.638224005352319,0.721,0.425,5.16282228647334e-225,"6","Tpi1"
"Atp5k",1.06994562669093e-228,0.568145877310623,0.72,0.42,3.46362798272387e-224,"6","Atp5k"
"Ldha",1.10857085553489e-228,0.604429656483238,0.821,0.54,3.58866557353755e-224,"6","Ldha"
"Orc6",3.86583540040897e-228,0.373486061027672,0.318,0.103,1.25144823582039e-223,"6","Orc6"
"Park7",3.12750009798593e-227,0.540730201236752,0.9,0.715,1.01243433172001e-222,"6","Park7"
"Nasp",6.16132807797922e-227,0.513601796166125,0.466,0.199,1.99454512540343e-222,"6","Nasp"
"Rfc2",1.58836115383718e-226,0.523695905034801,0.547,0.258,5.14184272720172e-222,"6","Rfc2"
"Krtcap2",4.61683969733473e-223,0.557732474102032,0.87,0.626,1.4945633468212e-218,"6","Krtcap2"
"Rps261",4.14375672730698e-222,0.427014621572108,0.994,0.964,1.34141692776382e-217,"6","Rps26"
"Dnajb111",4.36632686890286e-222,0.578699786308753,0.813,0.533,1.41346733400123e-217,"6","Dnajb11"
"Syce2",8.38030728876055e-218,0.321762748356071,0.264,0.077,2.71287307551757e-213,"6","Syce2"
"Hirip3",7.44985296470964e-217,0.403368233470447,0.297,0.095,2.4116664017358e-212,"6","Hirip3"
"Psat1",4.1354473941697e-216,0.353522183592177,0.293,0.094,1.33872703044062e-211,"6","Psat1"
"Cox5a",1.07205847536784e-215,0.54341228373361,0.83,0.57,3.47046769646078e-211,"6","Cox5a"
"Arpc2",4.56025615453135e-215,0.456069460717849,0.981,0.917,1.47624612234489e-210,"6","Arpc2"
"Ifi30",1.19965441426591e-211,0.613412854868744,0.868,0.626,3.88352126986159e-207,"6","Ifi30"
"Rps181",5.26675588086649e-209,0.397473754593803,0.998,0.988,1.7049542137541e-204,"6","Rps18"
"Ccl41",8.29928250510281e-209,0.88612153214772,0.898,0.644,2.68664373255188e-204,"6","Ccl4"
"Ndufa12",5.88796225365401e-208,0.512854039386326,0.693,0.394,1.90605114075288e-203,"6","Ndufa12"
"Tuba1b",2.40154941186388e-207,0.552023771613305,0.875,0.664,7.77429575608574e-203,"6","Tuba1b"
"Hspe1",4.92823577003175e-207,0.542244341916043,0.893,0.687,1.59536848347468e-202,"6","Hspe1"
"Snrpf",2.2949084503702e-206,0.557092859094066,0.747,0.465,7.4290776355384e-202,"6","Snrpf"
"Creld2",1.08148350597594e-205,0.50070579968031,0.529,0.249,3.50097840554533e-201,"6","Creld2"
"Dctpp1",1.083284425394e-205,0.549002747155877,0.645,0.361,3.50680834188547e-201,"6","Dctpp1"
"Tmem256",2.02385527807173e-204,0.518260928637843,0.705,0.415,6.5516243061738e-200,"6","Tmem256"
"Ly6e",3.29499768421336e-204,0.455263049397201,0.988,0.958,1.06665665033355e-199,"6","Ly6e"
"Erp29",7.48359826820412e-204,0.428251614161826,0.991,0.953,2.42259043138304e-199,"6","Erp29"
"Ctsb",3.14766961314033e-203,0.523191547691183,0.998,0.99,1.01896360716579e-198,"6","Ctsb"
"Hspd1",1.36559708012364e-202,0.586583305625035,0.746,0.473,4.42071086777624e-198,"6","Hspd1"
"Cox6b1",5.57977428512612e-202,0.506304012352686,0.883,0.709,1.80628453158103e-197,"6","Cox6b1"
"Syngr1",3.33850333288726e-199,0.470439940532301,0.963,0.875,1.08074029892226e-194,"6","Syngr1"
"Wdr83os",1.21314883827808e-198,0.528477971803722,0.809,0.544,3.9272054192738e-194,"6","Wdr83os"
"Rpl322",2.99596992793018e-198,0.360027647596158,1,0.996,9.69855385069557e-194,"6","Rpl32"
"Dek",7.38760984722279e-198,0.576355567716827,0.805,0.552,2.39151705974296e-193,"6","Dek"
"Dtymk",1.30207649833279e-196,0.447486940321992,0.44,0.191,4.2150820404029e-192,"6","Dtymk"
"Rfc3",1.48516899396745e-196,0.385931582664213,0.349,0.131,4.80778906727142e-192,"6","Rfc3"
"Fth1",1.92104110299228e-196,0.392904414654138,1,1,6.21879425860661e-192,"6","Fth1"
"Pdia4",3.45496268384103e-196,0.562883538477871,0.722,0.439,1.11844052001302e-191,"6","Pdia4"
"Lmnb1",1.48821400996906e-194,0.299750745023925,0.265,0.083,4.81764639307183e-190,"6","Lmnb1"
"Nhp2",7.82604363191482e-194,0.475456921802695,0.528,0.258,2.53344684452347e-189,"6","Nhp2"
"Hsd17b12",8.68218591026143e-192,0.477098834682407,0.598,0.31,2.81059722286983e-187,"6","Hsd17b12"
"Nedd8",1.04531694638782e-191,0.498297832592693,0.888,0.674,3.38390001884666e-187,"6","Nedd8"
"Serbp1",3.05259562193995e-191,0.498702114590009,0.928,0.766,9.88186254734401e-187,"6","Serbp1"
"Ndufb1-ps",1.38006255487836e-188,0.523852442576696,0.791,0.535,4.46753850265222e-184,"6","Ndufb1-ps"
"Actb",6.22694794967058e-188,0.273333847816226,1,1,2.01578759026736e-183,"6","Actb"
"C1qbp",1.88800130622035e-186,0.501675293288146,0.694,0.413,6.11183782849651e-182,"6","C1qbp"
"Eif2s1",2.62464343301798e-186,0.49636044336478,0.652,0.369,8.49649572136579e-182,"6","Eif2s1"
"Snrpd2",1.79288556103813e-185,0.501875209865177,0.711,0.435,5.80392913819263e-181,"6","Snrpd2"
"Srm",6.85878679292769e-185,0.458265265920189,0.507,0.247,2.22032646060655e-180,"6","Srm"
"Lat2",9.01930611243999e-185,0.524229172682261,0.739,0.462,2.91972977471907e-180,"6","Lat2"
"Sh3bgrl3",6.18793465752568e-182,0.412805800891369,0.978,0.923,2.00315820733421e-177,"6","Sh3bgrl3"
"Rps122",4.42104557566982e-181,0.324138771099846,0.999,0.999,1.43118087375584e-176,"6","Rps12"
"Arpc1b",4.87371635445532e-181,0.389166389543485,0.982,0.93,1.57771945826427e-176,"6","Arpc1b"
"Uqcrb",7.55765450505757e-181,0.505525601417208,0.852,0.633,2.44656391637724e-176,"6","Uqcrb"
"Hnrnpa3",5.84194852817246e-180,0.47587132690624,0.917,0.738,1.89115557753999e-175,"6","Hnrnpa3"
"Rpl352",3.56408372871703e-179,0.411485736632103,0.986,0.942,1.15376518466028e-174,"6","Rpl35"
"mt-Nd21",1.77513659030603e-178,0.375709032741375,0.997,0.994,5.74647217013866e-174,"6","mt-Nd2"
"Lsm6",8.64048174044035e-178,0.493199507526434,0.729,0.458,2.79709674901535e-173,"6","Lsm6"
"Fam111a",4.14369011703175e-176,0.54369770947637,0.606,0.341,1.34139536468552e-171,"6","Fam111a"
"Bag1",4.2785614570345e-176,0.495089016599302,0.816,0.577,1.38505591487121e-171,"6","Bag1"
"Hnrnpa1",2.55216857286627e-175,0.498036265740626,0.803,0.559,8.26188010408271e-171,"6","Hnrnpa1"
"Atp5j",5.57327606224355e-175,0.461923053782978,0.904,0.727,1.80418092686948e-170,"6","Atp5j"
"Uqcc2",2.18915729439607e-174,0.478577352260556,0.667,0.389,7.08673999341896e-170,"6","Uqcc2"
"Aldoa",2.64471779067011e-174,0.520807538132836,0.878,0.714,8.56148043195729e-170,"6","Aldoa"
"Pole4",5.18196004595151e-173,0.435904181970632,0.507,0.251,1.67750410607542e-168,"6","Pole4"
"Atp5g3",6.84165227892928e-173,0.478374078598511,0.669,0.396,2.21477967573499e-168,"6","Atp5g3"
"Cct3",1.24301779524928e-171,0.474208457097671,0.75,0.487,4.02389720678095e-167,"6","Cct3"
"Cd81",2.28230849422429e-171,0.286392354022782,0.999,0.999,7.38828905750288e-167,"6","Cd81"
"Ndufb7",5.78923991166643e-171,0.481538118396758,0.78,0.526,1.87409274420466e-166,"6","Ndufb7"
"Vars",1.89216690451798e-168,0.411041445833124,0.429,0.197,6.12532270330562e-164,"6","Vars"
"Pa2g4",8.93652881338504e-168,0.47749138032301,0.601,0.336,2.89293310746901e-163,"6","Pa2g4"
"Atpif1",1.82697510118891e-167,0.49270933143615,0.873,0.697,5.91428379756874e-163,"6","Atpif1"
"Cox7a2",3.42114250232745e-167,0.466359669146629,0.854,0.638,1.10749225085344e-162,"6","Cox7a2"
"Sec61b",4.3534606830576e-167,0.462200169582577,0.863,0.663,1.40930229231941e-162,"6","Sec61b"
"Cct8",8.25520577593961e-167,0.480884972086421,0.804,0.563,2.67237521378717e-162,"6","Cct8"
"Pycard",1.69785810164959e-165,0.411076593487491,0.964,0.889,5.49630624666007e-161,"6","Pycard"
"Atp5g2",2.2526315642595e-165,0.406104002778527,0.959,0.858,7.29221889982084e-161,"6","Atp5g2"
"Tomm6",4.77345017336541e-165,0.461125575317495,0.859,0.653,1.54526129012185e-160,"6","Tomm6"
"Cycs",1.45830695711911e-163,0.441577201978243,0.645,0.37,4.72083128158599e-159,"6","Cycs"
"Tyms",2.80643160869868e-162,0.30360007962111,0.287,0.104,9.08498040367935e-158,"6","Tyms"
"Psme2",1.61822909925338e-161,0.454121519409149,0.744,0.476,5.23853124010303e-157,"6","Psme2"
"Mrpl33",3.07565002478948e-161,0.432912406803444,0.598,0.332,9.95649426024849e-157,"6","Mrpl33"
"Atp6v0c",1.22096659022865e-160,0.422966201382736,0.993,0.964,3.9525130458882e-156,"6","Atp6v0c"
"Slc16a3",2.71624646765833e-160,0.436360934177087,0.426,0.198,8.79303306510356e-156,"6","Slc16a3"
"Ctsc",3.32207754626667e-160,0.471409290747093,0.949,0.807,1.07542294327745e-155,"6","Ctsc"
"Cox5b",1.23516447318604e-159,0.458585423386799,0.814,0.582,3.99847443259784e-155,"6","Cox5b"
"Prdx4",2.37393497811625e-159,0.427216723120281,0.569,0.307,7.68490231115792e-155,"6","Prdx4"
"Mydgf",2.53223200375097e-159,0.464228593640277,0.778,0.524,8.19734144254264e-155,"6","Mydgf"
"Eno1",8.0680899313064e-159,0.481802981018339,0.769,0.52,2.61180207256251e-154,"6","Eno1"
"Gng5",1.38986615136724e-158,0.386644067042384,0.966,0.898,4.49927470520604e-154,"6","Gng5"
"Pgam1",5.71542452178569e-158,0.495944735131011,0.788,0.547,1.85019722619246e-153,"6","Pgam1"
"Slfn2",1.46498244390906e-157,0.375230734705296,0.426,0.195,4.74244116742241e-153,"6","Slfn2"
"Ndufc1",4.70464798179233e-157,0.452876163112656,0.645,0.379,1.52298864466581e-152,"6","Ndufc1"
"Selenoh",1.36110726883329e-156,0.371004727942861,0.456,0.219,4.40617645066713e-152,"6","Selenoh"
"Atp5h",1.59049830030988e-155,0.434249123580105,0.917,0.773,5.14876109776315e-151,"6","Atp5h"
"Cdk4",2.71424532485932e-155,0.454230170111746,0.571,0.321,8.78655496563459e-151,"6","Cdk4"
"Cox6a1",3.6993577808183e-155,0.45382362187778,0.796,0.558,1.1975561008065e-150,"6","Cox6a1"
"Nsd2",8.49524514276406e-155,0.418434518024697,0.414,0.193,2.75008075761558e-150,"6","Nsd2"
"Tmed3",1.69943452085765e-154,0.464929262301749,0.824,0.611,5.50140943092039e-150,"6","Tmed3"
"Lsm4",3.31587072542379e-154,0.429630146145839,0.594,0.337,1.07341367123419e-149,"6","Lsm4"
"Btf3",4.52795823406812e-154,0.38640545793863,0.959,0.882,1.46579063953253e-149,"6","Btf3"
"Lsm2",4.69693136052495e-154,0.383673496901478,0.486,0.242,1.52049062002914e-149,"6","Lsm2"
"Uqcr10",1.11287207465673e-152,0.462104574765782,0.73,0.477,3.60258948007877e-148,"6","Uqcr10"
"Sdc3",2.725014898959e-152,0.327000345272795,0.332,0.136,8.82141823091008e-148,"6","Sdc3"
"Tfdp1",5.21230112456729e-152,0.26075488036832,0.259,0.092,1.68732612004492e-147,"6","Tfdp1"
"B930036N10Rik",5.34129542978907e-152,0.354351663579773,0.265,0.097,1.72908415653132e-147,"6","B930036N10Rik"
"Mrpl12",7.66372086782103e-152,0.425656187925081,0.558,0.305,2.48089971933102e-147,"6","Mrpl12"
"Hnrnpab",1.53620179379476e-151,0.485745629219682,0.777,0.534,4.97299244687238e-147,"6","Hnrnpab"
"Gatm",3.38942543879965e-151,0.516409562249265,0.756,0.515,1.09722480304822e-146,"6","Gatm"
"Hpf1",1.10193736074621e-150,0.421500055772732,0.627,0.366,3.56719162420764e-146,"6","Hpf1"
"Ptma1",1.91921263001623e-150,0.370921258174601,0.996,0.973,6.21287512588853e-146,"6","Ptma"
"Hmgb21",1.31340827476385e-149,0.503056557844928,0.808,0.596,4.25176526706553e-145,"6","Hmgb2"
"Ssr2",8.39683613174343e-146,0.452915801276508,0.731,0.478,2.71822379256798e-141,"6","Ssr2"
"Bola3",1.14485753856003e-145,0.316856235027353,0.337,0.143,3.70613282382652e-141,"6","Bola3"
"Cops9",5.28380003256206e-144,0.433073356051221,0.735,0.491,1.71047174654099e-139,"6","Cops9"
"Cstb",8.52088763835043e-143,0.47392061857144,0.666,0.421,2.7583817462868e-138,"6","Cstb"
"Nop56",1.97073096072982e-142,0.450025506148936,0.598,0.349,6.37965026607458e-138,"6","Nop56"
"Pomp",2.62751506122875e-141,0.382509856419806,0.938,0.833,8.50579175620971e-137,"6","Pomp"
"Nudc",6.53330754616761e-141,0.436701308314505,0.778,0.551,2.11496231884538e-136,"6","Nudc"
"mt-Nd32",7.01353110125022e-141,0.380828393751173,0.981,0.945,2.27042028809672e-136,"6","mt-Nd3"
"Romo1",3.32882063844351e-140,0.411710869025676,0.628,0.378,1.07760581707693e-135,"6","Romo1"
"Higd1a",1.75312657863024e-139,0.408516832154806,0.584,0.337,5.67522136034181e-135,"6","Higd1a"
"Ndufb8",6.58507959490466e-139,0.428479620110964,0.792,0.582,2.13172196646254e-134,"6","Ndufb8"
"Alyref",9.57877880212936e-139,0.38870949094945,0.568,0.318,3.10084227382531e-134,"6","Alyref"
"Dbi",1.60787182079521e-138,0.411406492341801,0.718,0.472,5.20500265827825e-134,"6","Dbi"
"Nop58",3.37648020689562e-138,0.397192869447437,0.445,0.226,1.09303417257625e-133,"6","Nop58"
"Ccnd1",8.12343550968356e-138,0.439280776344346,0.7,0.45,2.62971854319476e-133,"6","Ccnd1"
"mt-Co21",1.72345867637092e-137,0.287111323923946,0.999,0.997,5.57918042714795e-133,"6","mt-Co2"
"Pea15a",6.18487177444869e-137,0.430185834361631,0.641,0.393,2.00216669082453e-132,"6","Pea15a"
"Mrpl18",3.17846480905391e-136,0.39086392512831,0.576,0.334,1.02893262798693e-131,"6","Mrpl18"
"Atp5b",1.00059713767704e-135,0.416063272221498,0.891,0.73,3.2391330540881e-131,"6","Atp5b"
"Fam162a",1.41692685857726e-135,0.331101003402806,0.414,0.2,4.58687562658631e-131,"6","Fam162a"
"Ndufab1",8.9862281527406e-135,0.437161929831703,0.748,0.511,2.90902177760519e-130,"6","Ndufab1"
"Snrpd3",2.83535428997389e-134,0.411088800271295,0.625,0.379,9.17860890750347e-130,"6","Snrpd3"
