"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Commd11",1.23649888286629e-47,0.345886642363921,0.637,0.334,4.00279418361475e-43,"8","Commd1"
"Tpr",1.56106957743089e-47,0.416704111020026,0.883,0.613,5.05349443605928e-43,"8","Tpr"
"Pdcd52",3.10433692085816e-47,0.407275528686168,0.78,0.482,1.0049359480202e-42,"8","Pdcd5"
"Tmx1",3.39375257283038e-47,0.283570793417759,0.582,0.286,1.09862558287665e-42,"8","Tmx1"
"Bcl7c",3.67608715583678e-47,0.289430621643669,0.518,0.249,1.19002293408748e-42,"8","Bcl7c"
"Mphosph8",4.03318162696248e-47,0.286664439499873,0.588,0.289,1.30562155628029e-42,"8","Mphosph8"
"Lars1",5.73394901050242e-47,0.27473324629261,0.542,0.259,1.85619397367984e-42,"8","Lars"
"H3f3a",6.43186629875139e-47,0.408015855014845,0.997,0.965,2.0821237582318e-42,"8","H3f3a"
"Cdc123",8.14312462832606e-47,0.289432488106553,0.524,0.251,2.63609230468171e-42,"8","Cdc123"
"Cbx1",9.28816320126971e-47,0.38955729523231,0.781,0.467,3.00676419151503e-42,"8","Cbx1"
"Rpl324",1.3840099224608e-46,0.306622067750865,1,0.996,4.48031692099011e-42,"8","Rpl32"
"Cd1802",2.05904758657623e-46,0.443239459407165,0.838,0.56,6.66554884726456e-42,"8","Cd180"
"Ube2m2",4.09757328245805e-46,0.370891587428309,0.794,0.49,1.32646642299732e-41,"8","Ube2m"
"Srsf71",4.9304726623268e-46,0.422339129416589,0.953,0.755,1.59609261024843e-41,"8","Srsf7"
"C1qbp2",5.4251466920998e-46,0.386094984144705,0.73,0.431,1.75622848716655e-41,"8","C1qbp"
"Ccl33",5.55569395171536e-46,0.550857258677242,0.833,0.557,1.7984892460493e-41,"8","Ccl3"
"Rnps1",6.64198006952518e-46,0.353886486411495,0.6,0.313,2.15014178810669e-41,"8","Rnps1"
"Il1b3",7.68703655876801e-46,0.581402169891575,0.417,0.194,2.48844747480438e-41,"8","Il1b"
"Bcl2a1a2",1.68953711739407e-45,0.36261093897107,0.537,0.272,5.46936955642807e-41,"8","Bcl2a1a"
"Pds5a",1.71825489809338e-45,0.317760091248797,0.609,0.31,5.5623347561079e-41,"8","Pds5a"
"Ube2n1",2.09408011903485e-45,0.372464405157555,0.78,0.47,6.7789561613396e-41,"8","Ube2n"
"Ywhae1",2.39191828141309e-45,0.37784652921457,0.952,0.817,7.74311786059046e-41,"8","Ywhae"
"Coro1c",4.17855335226589e-45,0.25847981310551,0.394,0.17,1.35268129119551e-40,"8","Coro1c"
"Taf1d",4.46009599640298e-45,0.366456625645345,0.702,0.391,1.44382227595557e-40,"8","Taf1d"
"Nenf",5.14929321621661e-45,0.367154626897703,0.712,0.407,1.66692919995364e-40,"8","Nenf"
"Dtnbp1",5.77757983805129e-45,0.298160848852845,0.645,0.338,1.87031814517396e-40,"8","Dtnbp1"
"Naaa1",6.10032042753922e-45,0.273879992004628,0.507,0.244,1.974795728803e-40,"8","Naaa"
"Zcrb11",7.83500279152061e-45,0.35620812710054,0.71,0.41,2.53634710367105e-40,"8","Zcrb1"
"Mrpl202",1.10066831672501e-44,0.365866005755217,0.701,0.408,3.56308347490222e-40,"8","Mrpl20"
"Cenpb1",1.58760795617037e-44,0.336217420934639,0.565,0.294,5.13940447571472e-40,"8","Cenpb"
"Atp5f12",2.42553441208636e-44,0.370801673902313,0.938,0.785,7.85193999880595e-40,"8","Atp5f1"
"Taf102",3.22105676733877e-44,0.36721048620389,0.76,0.456,1.04272049672291e-39,"8","Taf10"
"Cct6a2",3.63364128241953e-44,0.388635670953804,0.814,0.52,1.17628235594485e-39,"8","Cct6a"
"Atp5md2",1.1584398321382e-43,0.351672708583277,0.78,0.467,3.75010142459778e-39,"8","Atp5md"
"Sumo32",1.3042199525417e-43,0.321761938362434,0.669,0.365,4.22202083036799e-39,"8","Sumo3"
"Rad21",1.90585735281151e-43,0.34996491962559,0.541,0.279,6.16964142252143e-39,"8","Rad21"
"Exosc7",3.19667438808847e-43,0.263469750346455,0.468,0.219,1.034827432912e-38,"8","Exosc7"
"Pebp12",4.98141089170067e-43,0.395945824540813,0.905,0.694,1.61258233386134e-38,"8","Pebp1"
"Srrt",6.19616312106496e-43,0.267332932258542,0.455,0.214,2.00582192555115e-38,"8","Srrt"
"Cdc372",6.36271663483166e-43,0.38245196293051,0.798,0.5,2.05973862902771e-38,"8","Cdc37"
"Eif2s22",6.42266900103759e-43,0.391067220106045,0.924,0.69,2.07914640901589e-38,"8","Eif2s2"
"Pabpc11",6.54978243258816e-43,0.363779376815438,0.969,0.861,2.12029556907744e-38,"8","Pabpc1"
"Pnn1",6.73991905057427e-43,0.395151566760856,0.85,0.547,2.1818465950519e-38,"8","Pnn"
"Ilf2",7.03740318240335e-43,0.290889726764681,0.493,0.239,2.27814815820761e-38,"8","Ilf2"
"Psmb52",1.05705611118369e-42,0.400925083624047,0.843,0.589,3.42190204312383e-38,"8","Psmb5"
"Cnih1",1.31152075255849e-42,0.284264857346941,0.573,0.295,4.24565498018234e-38,"8","Cnih1"
"Mogs2",1.81966424423427e-42,0.311921679702458,0.545,0.28,5.89061709143517e-38,"8","Mogs"
"Hnrnpr",1.86793071062288e-42,0.327521185643072,0.702,0.398,6.04686529642839e-38,"8","Hnrnpr"
"Atp5mpl2",1.87010240195822e-42,0.379561588890232,0.811,0.521,6.05389549561914e-38,"8","Atp5mpl"
"Mrpl571",2.15907060255586e-42,0.27213382548691,0.545,0.271,6.98934335459382e-38,"8","Mrpl57"
"Cct32",2.20260792242026e-42,0.346600416198911,0.799,0.503,7.13028236645886e-38,"8","Cct3"
"Maz",2.5656528266244e-42,0.308179283841543,0.578,0.302,8.30553133034851e-38,"8","Maz"
"Pycard2",3.90676737749099e-42,0.345087654018836,0.984,0.894,1.26469873544138e-37,"8","Pycard"
"Rpl354",3.91124752685885e-42,0.346904797686235,0.989,0.945,1.26614904939475e-37,"8","Rpl35"
"Cct22",4.33671119529628e-42,0.395257478913482,0.846,0.595,1.40388014814131e-37,"8","Cct2"
"Tlr22",5.85796572671444e-42,0.531828791243329,0.708,0.453,1.896340665052e-37,"8","Tlr2"
"Nolc11",7.40045568490536e-42,0.256179524609877,0.431,0.201,2.39567551431756e-37,"8","Nolc1"
"Eif2ak21",8.98446914410102e-42,0.278937483767689,0.462,0.222,2.90845235132838e-37,"8","Eif2ak2"
"Hspe12",1.01144001602025e-41,0.401010709903451,0.903,0.701,3.27423361986075e-37,"8","Hspe1"
"Igsf8",1.36729854837736e-41,0.258521660788463,0.528,0.261,4.42621886080717e-37,"8","Igsf8"
"Cops92",1.56103200326124e-41,0.362139591242245,0.801,0.506,5.05337280095727e-37,"8","Cops9"
"Cox201",2.06864632276227e-41,0.266826349528184,0.565,0.286,6.69662187604603e-37,"8","Cox20"
"Rexo22",2.17129764024627e-41,0.347917259250909,0.672,0.388,7.02892472100521e-37,"8","Rexo2"
"Psma52",2.59799055052022e-41,0.3501564546785,0.771,0.473,8.41021501014407e-37,"8","Psma5"
"Ndufa32",3.28840926511081e-41,0.327764487111592,0.737,0.424,1.06452384730167e-36,"8","Ndufa3"
"Rpl153",3.60535931559907e-41,0.279879972527184,0.997,0.986,1.16712691764573e-36,"8","Rpl15"
"Ssb",5.52112383213052e-41,0.385215723007198,0.876,0.617,1.78729820693729e-36,"8","Ssb"
"Fkbp41",6.47717210124053e-41,0.339413049067695,0.719,0.424,2.09679015261358e-36,"8","Fkbp4"
"Acat1",8.18088944753723e-41,0.292008111771562,0.507,0.254,2.64831753195675e-36,"8","Acat1"
"Mgat21",8.72949696408716e-41,0.325849510260034,0.798,0.489,2.82591275721429e-36,"8","Mgat2"
"Anapc11",8.76427978144123e-41,0.345573902935047,0.681,0.389,2.83717265084815e-36,"8","Anapc11"
"Ppib2",8.92123382308352e-41,0.318403734253929,0.99,0.92,2.8879818132086e-36,"8","Ppib"
"Cd92",9.23717288560773e-41,0.277228543162705,0.987,0.992,2.99025760652894e-36,"8","Cd9"
"Ddost2",9.81096667742263e-41,0.363813939799216,0.874,0.626,3.17600613281525e-36,"8","Ddost"
"Eif61",1.00642290911897e-40,0.345696416469567,0.718,0.423,3.25799224139995e-36,"8","Eif6"
"Psma72",1.82739648574751e-40,0.369090777369272,0.867,0.63,5.91564790366184e-36,"8","Psma7"
"Ndufs52",1.86404715088393e-40,0.365243118793261,0.799,0.524,6.03429343684146e-36,"8","Ndufs5"
"Ccdc862",4.3781924787615e-40,0.279825045141021,0.504,0.252,1.41730846922467e-35,"8","Ccdc86"
"Sf3b51",5.02857597797325e-40,0.32892248784908,0.733,0.436,1.6278506155895e-35,"8","Sf3b5"
"Cacybp2",5.63073024376922e-40,0.348954069454464,0.742,0.448,1.82277999451297e-35,"8","Cacybp"
"Eif3a1",6.70185916900261e-40,0.395794642243012,0.863,0.643,2.16952585018953e-35,"8","Eif3a"
"Ndufa22",8.42132264350118e-40,0.382535615002466,0.884,0.658,2.7261505661542e-35,"8","Ndufa2"
"Dnajc21",1.21608162828936e-39,0.271668419256261,0.596,0.315,3.9366994470983e-35,"8","Dnajc2"
"Eif3l1",1.39372623949106e-39,0.255117185183886,0.589,0.304,4.51177058248047e-35,"8","Eif3l"
"Spcs32",1.39584983043481e-39,0.299478736665138,0.616,0.333,4.51864507108356e-35,"8","Spcs3"
"Rps83",2.12964943855855e-39,0.265812515810934,1,0.997,6.89410116250172e-35,"8","Rps8"
"Actg14",2.40152670230725e-39,0.341464210787623,0.999,0.955,7.77422224070904e-35,"8","Actg1"
"Tomm72",2.86149667530992e-39,0.368996031820727,0.846,0.586,9.26323703731329e-35,"8","Tomm7"
"Tma72",3.01939832994238e-39,0.365791016110667,0.908,0.669,9.77439627368948e-35,"8","Tma7"
"Psmc31",3.79240192837388e-39,0.349598664074698,0.822,0.522,1.22767635225319e-34,"8","Psmc3"
"Hras",6.13560449263972e-39,0.268525628424777,0.545,0.283,1.98621788635733e-34,"8","Hras"
"Atp5d2",7.44927493684356e-39,0.371347012301666,0.887,0.672,2.411479282555e-34,"8","Atp5d"
"Slirp2",1.14338619276688e-38,0.267918733397817,0.534,0.275,3.70136978322495e-34,"8","Slirp"
"Ssr12",1.77647061520513e-38,0.354919594670694,0.805,0.518,5.75079067554206e-34,"8","Ssr1"
"Syngr12",1.79565556875864e-38,0.344918233752729,0.97,0.88,5.81289620718548e-34,"8","Syngr1"
"Micos132",1.84213276888252e-38,0.358254260847454,0.826,0.562,5.96335219942649e-34,"8","Micos13"
"Sem12",1.9207902739627e-38,0.3610977824613,0.904,0.686,6.21798227487204e-34,"8","Sem1"
"Txlna",3.22016394487595e-38,0.253213097426642,0.439,0.213,1.04243147223524e-33,"8","Txlna"
"Prelid11",3.72153896559868e-38,0.316826373846796,0.685,0.393,1.2047365939436e-33,"8","Prelid1"
"Hspa92",4.03184088113169e-38,0.292776296315422,0.616,0.341,1.30518753003995e-33,"8","Hspa9"
"Dhx15",4.12290282077936e-38,0.273443334553855,0.578,0.307,1.33466610114269e-33,"8","Dhx15"
"Nap1l4",4.38687542046079e-38,0.305017384154366,0.638,0.357,1.42011931111157e-33,"8","Nap1l4"
"Psma42",4.51344569936922e-38,0.334566841905668,0.809,0.522,1.46109264179981e-33,"8","Psma4"
"Edem12",4.93000215257593e-38,0.369541980195218,0.818,0.557,1.59594029683188e-33,"8","Edem1"
"Atp1b3",5.57025348764296e-38,0.35407948211402,0.835,0.537,1.80320245901978e-33,"8","Atp1b3"
"Fkbp5",5.66803369836328e-38,0.279718261580609,0.548,0.29,1.83485586883416e-33,"8","Fkbp5"
"Ndufb22",6.72228275918905e-38,0.294466213538884,0.596,0.323,2.17613737480468e-33,"8","Ndufb2"
"Odc12",6.94933031269563e-38,0.286447084161697,0.518,0.268,2.24963720882583e-33,"8","Odc1"
"Denr2",1.21973005575552e-37,0.32189372077689,0.753,0.466,3.94851013649176e-33,"8","Denr"
"Tsn",1.40493416333525e-37,0.345609689008719,0.814,0.553,4.54805287354886e-33,"8","Tsn"
"Ndufb62",2.81867194750871e-37,0.257788595864314,0.544,0.284,9.12460482847519e-33,"8","Ndufb6"
"Zfp91",3.47396563028968e-37,0.371200108378469,0.753,0.466,1.12459215383737e-32,"8","Zfp91"
"Rsl1d12",4.98840245928415e-37,0.318467164540664,0.754,0.466,1.61484564411946e-32,"8","Rsl1d1"
"Stoml21",7.40576385365538e-37,0.255710393628319,0.508,0.261,2.39739387470532e-32,"8","Stoml2"
"Psma22",2.19875872248517e-36,0.347539935149322,0.843,0.582,7.11782173642899e-32,"8","Psma2"
"Dpm3",2.55204245361037e-36,0.276784142337064,0.692,0.409,8.26147183082749e-32,"8","Dpm3"
"Serpine12",2.77179851977934e-36,0.740727391508687,0.325,0.151,8.97286616822966e-32,"8","Serpine1"
"Rer1",3.02016580843238e-36,0.350280253223185,0.886,0.632,9.77688075505732e-32,"8","Rer1"
"Cd3eap",3.27670651729366e-36,0.260375004165115,0.537,0.281,1.0607354337783e-31,"8","Cd3eap"
"Gnl32",3.85838005815626e-36,0.300973905979676,0.599,0.329,1.24903479242634e-31,"8","Gnl3"
"Psmb42",4.56744645000825e-36,0.340402802602698,0.812,0.54,1.47857376479667e-31,"8","Psmb4"
"Hspa42",6.40869874376099e-36,0.332642206455209,0.757,0.477,2.07462395733031e-31,"8","Hspa4"
"Apobec3",6.94804701425203e-36,0.326545616915015,0.806,0.504,2.24922177945367e-31,"8","Apobec3"
"Srsf10",1.50192600693684e-35,0.338583898237821,0.784,0.494,4.86203486965594e-31,"8","Srsf10"
"Ube2k",2.1375913548771e-35,0.294257751726381,0.689,0.407,6.91981073400814e-31,"8","Ube2k"
"Slc25a52",2.22469094566727e-35,0.332771341206866,0.968,0.862,7.20176952931407e-31,"8","Slc25a5"
"Pdia42",2.37455908934378e-35,0.348089164752196,0.734,0.458,7.68692268402368e-31,"8","Pdia4"
"Vmp12",2.60010370742806e-35,0.327700119849552,0.812,0.53,8.41705572168613e-31,"8","Vmp1"
"Psmc52",2.82018923312974e-35,0.339373038820738,0.733,0.462,9.12951658548759e-31,"8","Psmc5"
"Psme12",3.45468586144952e-35,0.315779373212125,0.905,0.682,1.11835090706844e-30,"8","Psme1"
"Psmb72",6.93565341620657e-35,0.281187788602498,0.664,0.386,2.24520972389439e-30,"8","Psmb7"
"Psma62",7.34547387798696e-35,0.298398577557288,0.709,0.426,2.37787680378194e-30,"8","Psma6"
"Naa201",8.082588065431e-35,0.31499853216454,0.64,0.379,2.61649540854132e-30,"8","Naa20"
"Cct52",8.45540009637582e-35,0.352088319380379,0.808,0.536,2.73718211919878e-30,"8","Cct5"
"Chd42",9.77854548772124e-35,0.443546631746494,0.823,0.607,3.16551074528512e-30,"8","Chd4"
"Strap1",2.09669171500377e-34,0.26330365005591,0.629,0.35,6.7874104198102e-30,"8","Strap"
"Eif4e1",2.79831049040306e-34,0.254843335529227,0.59,0.321,9.0586907195328e-30,"8","Eif4e"
"Tmem1672",3.58541418131577e-34,0.282099726626658,0.702,0.409,1.16067027877554e-29,"8","Tmem167"
"Swi52",5.39746235998793e-34,0.336100773228622,0.792,0.531,1.74726651517529e-29,"8","Swi5"
"Wdr83os2",6.40493007912002e-34,0.331183468546493,0.833,0.561,2.07340396521273e-29,"8","Wdr83os"
"Rps183",6.80176400916493e-34,0.276471285299802,0.994,0.989,2.20186704504687e-29,"8","Rps18"
"Rheb1",1.29407670969711e-33,0.323647418667313,0.797,0.532,4.18918512463148e-29,"8","Rheb"
"Atp5l2",1.31057947896712e-33,0.316680528907216,0.917,0.729,4.24260788931236e-29,"8","Atp5l"
"Smdt12",1.75920223385721e-33,0.344389384674614,0.816,0.567,5.69488947144255e-29,"8","Smdt1"
"Prpf40a",2.04222036450139e-33,0.317595509743301,0.749,0.485,6.6110757639639e-29,"8","Prpf40a"
"Btf32",2.67648724556346e-33,0.311054856026739,0.977,0.887,8.66432451133803e-29,"8","Btf3"
"Tmco1",3.31001677222523e-33,0.32298198815618,0.88,0.651,1.07151862950475e-28,"8","Tmco1"
"Psmd61",5.39443417923951e-33,0.282746994492451,0.713,0.429,1.74628623250341e-28,"8","Psmd6"
"Luc7l31",7.03272347157816e-33,0.336735992442712,0.778,0.519,2.27663324221928e-28,"8","Luc7l3"
"Glrx32",8.14235468886814e-33,0.300212498361201,0.719,0.439,2.63584305988039e-28,"8","Glrx3"
"Magoh",9.4655553537817e-33,0.259413812944603,0.576,0.325,3.06418957912621e-28,"8","Magoh"
"Rpl36al2",1.09844573808554e-32,0.28112620314388,0.972,0.895,3.55588854333053e-28,"8","Rpl36al"
"Rps54",1.20936351627692e-32,0.260001273544626,0.996,0.988,3.91495157489164e-28,"8","Rps5"
"mt-Nd34",1.58592844006801e-32,0.314594460324919,0.986,0.947,5.13396754618816e-28,"8","mt-Nd3"
"Ptbp1",2.09476952029587e-32,0.285545604663559,0.672,0.401,6.7811878911018e-28,"8","Ptbp1"
"Eprs2",2.22821059718908e-32,0.292520707121315,0.662,0.396,7.21316334522048e-28,"8","Eprs"
"Cnih41",2.38969000831685e-32,0.307462408692986,0.78,0.498,7.73590449492332e-28,"8","Cnih4"
"Kcnq1ot11",3.36482223148701e-32,0.366022921646259,0.665,0.413,1.08926025277697e-27,"8","Kcnq1ot1"
"Metap22",4.84624119244946e-32,0.305359370984491,0.782,0.512,1.56882519881974e-27,"8","Metap2"
"mt-Nd23",7.95386628638392e-32,0.266193055411565,0.999,0.994,2.5748255942282e-27,"8","mt-Nd2"
"Morf4l21",9.55634567220322e-32,0.263025048449102,0.651,0.372,3.09358022100563e-27,"8","Morf4l2"
"Ndufb92",1.06768198700991e-31,0.314367148402606,0.87,0.648,3.45630012834846e-27,"8","Ndufb9"
"Aurkaip11",1.30554925776723e-31,0.260923776508466,0.65,0.374,4.22632405724407e-27,"8","Aurkaip1"
"Syncrip",1.55376649981351e-31,0.291521748900186,0.725,0.444,5.0298529131963e-27,"8","Syncrip"
"Pcmt1",1.80181815511608e-31,0.284989614419993,0.674,0.411,5.83284573174179e-27,"8","Pcmt1"
"Mrps142",2.39902210536004e-31,0.292929967523063,0.725,0.45,7.76611435947152e-27,"8","Mrps14"
"Syngr22",2.48878915131075e-31,0.325148294371224,0.888,0.661,8.05670824062316e-27,"8","Syngr2"
"Mpp6",3.15148567542452e-31,0.252853835334986,0.582,0.326,1.02019894284843e-26,"8","Mpp6"
"Mydgf2",4.35935124949282e-31,0.31813698153186,0.799,0.541,1.41120918648582e-26,"8","Mydgf"
"Gtf2h51",5.53759109688734e-31,0.253418452779589,0.614,0.353,1.79262898988437e-26,"8","Gtf2h5"
"Reep5",2.64941128271375e-30,0.312549689045196,0.944,0.778,8.57667420440095e-26,"8","Reep5"
"Snx2",4.07878752442555e-30,0.310993727174533,0.71,0.44,1.32038509740704e-25,"8","Snx2"
"Vdac22",4.19145899674571e-30,0.283060010384399,0.965,0.854,1.35685910642652e-25,"8","Vdac2"
"Commd3",4.46747450355201e-30,0.26828227822605,0.754,0.459,1.44621084628986e-25,"8","Commd3"
"Ywhab",5.59602465175179e-30,0.308193749565981,0.869,0.627,1.81154510026509e-25,"8","Ywhab"
"Psmd122",6.10179836376589e-30,0.262197248640384,0.725,0.448,1.97527416631829e-25,"8","Psmd12"
"Sdhb1",8.74462291947683e-30,0.287705337121679,0.743,0.475,2.83080933149304e-25,"8","Sdhb"
"Pcbp2",1.23381150198799e-29,0.30837691000983,0.879,0.66,3.99409459423554e-25,"8","Pcbp2"
"Rpl313",2.05663586934673e-29,0.310240338787098,0.946,0.826,6.65774163624923e-25,"8","Rpl31"
"Tecr",9.96982841241861e-29,0.310278758632385,0.812,0.569,3.22743285366815e-24,"8","Tecr"
"Gem2",1.23625495690776e-28,0.364285500835277,0.556,0.333,4.00200454650178e-24,"8","Gem"
"Eif3i2",1.51011260668222e-28,0.2872727025336,0.771,0.511,4.88853653035167e-24,"8","Eif3i"
"Ssr22",2.02592396342353e-28,0.265722556799903,0.774,0.494,6.55832105439465e-24,"8","Ssr2"
"Ppp1ca",2.59388404582905e-28,0.290000466010658,0.914,0.727,8.3969214331578e-24,"8","Ppp1ca"
"Bzw1",3.56716581474614e-28,0.272797521852512,0.801,0.532,1.15476291754962e-23,"8","Bzw1"
"Myh9",3.94186667073278e-28,0.289010005649081,0.795,0.524,1.27606107864962e-23,"8","Myh9"
"Ube2l32",5.95206711126926e-28,0.293032941935738,0.766,0.514,1.92680316526008e-23,"8","Ube2l3"
"Id22",7.8766789915403e-28,0.277934048655535,0.523,0.304,2.54983852314143e-23,"8","Id2"
"Tomm62",1.25395475778711e-27,0.305153277013409,0.873,0.666,4.05930234190844e-23,"8","Tomm6"
"Mtch1",1.36393832176406e-27,0.315690684492128,0.838,0.593,4.4153411352146e-23,"8","Mtch1"
"Psmc21",1.71825419587578e-27,0.272579593377656,0.746,0.478,5.56233248288907e-23,"8","Psmc2"
"mt-Nd52",1.99232418294642e-27,0.304316111018505,0.953,0.844,6.44955184503416e-23,"8","mt-Nd5"
"Tspan3",2.22649152362282e-27,0.267502506029163,0.739,0.481,7.20759836027179e-23,"8","Tspan3"
"Hnrnpm",2.29318721632543e-27,0.251320020639512,0.74,0.465,7.42350565668868e-23,"8","Hnrnpm"
"Tomm202",2.65335271587935e-27,0.310566908514422,0.891,0.7,8.58943341184462e-23,"8","Tomm20"
"Gpi11",2.75084978452396e-27,0.276315857232534,0.784,0.516,8.90505092246095e-23,"8","Gpi1"
"St3gal5",2.98852226502175e-27,0.271443819536908,0.819,0.564,9.6744442763284e-23,"8","St3gal5"
"Pomp2",3.08110007505038e-27,0.271703367875169,0.951,0.839,9.9741371629531e-23,"8","Pomp"
"Ost42",3.11235490454678e-27,0.282389344021155,0.828,0.581,1.00753152969988e-22,"8","Ost4"
"Nfkbia3",1.58819755492994e-26,0.387921575207085,0.939,0.834,5.1413131248192e-22,"8","Nfkbia"
"Sept7",1.83363905483605e-26,0.285456883253275,0.867,0.634,5.93585634831527e-22,"8","Sept7"
"Sarnp1",2.3184199573209e-26,0.256603640030481,0.709,0.453,7.50518908583923e-22,"8","Sarnp"
"Mdh1",3.08951124933228e-26,0.26703143374173,0.791,0.545,1.00013658163385e-21,"8","Mdh1"
"M6pr1",3.30375676294295e-26,0.255112070493302,0.732,0.468,1.06949213929989e-21,"8","M6pr"
"Nfkbid2",3.61143957653577e-26,0.406396676938743,0.684,0.471,1.16909521971616e-21,"8","Nfkbid"
"Sfr1",4.8336557443513e-26,0.271793954572465,0.818,0.566,1.5647510375614e-21,"8","Sfr1"
"Sec61g2",5.24722379031018e-26,0.262381370248957,0.9,0.714,1.69863128539921e-21,"8","Sec61g"
"Cmpk1",1.30242209635432e-25,0.261513532325128,0.694,0.443,4.21620081031821e-21,"8","Cmpk1"
"Ifi27l2a1",2.33586235569248e-25,0.361268838577742,0.274,0.13,7.56165361784771e-21,"8","Ifi27l2a"
"Sf3b2",5.5085169753065e-25,0.268912065276177,0.857,0.637,1.78321711524622e-20,"8","Sf3b2"
"Bub3",5.6612439628794e-25,0.285358176768519,0.675,0.425,1.83265789566332e-20,"8","Bub3"
"Psmb62",6.89074896428375e-25,0.290153005939622,0.818,0.585,2.23067325471794e-20,"8","Psmb6"
"Rtn3",7.3586986581382e-25,0.254134285799265,0.87,0.647,2.3821579296125e-20,"8","Rtn3"
"Sdc43",7.85335561459748e-25,0.411521982382963,0.326,0.173,2.5422882795575e-20,"8","Sdc4"
"Ube2i",2.28716185287026e-24,0.263170404674147,0.847,0.612,7.4040003501116e-20,"8","Ube2i"
"Actr31",2.89579113392612e-24,0.283099160507398,0.887,0.676,9.37425505874564e-20,"8","Actr3"
"Cetn32",2.94058307104318e-24,0.259553860080932,0.696,0.446,9.51925551758098e-20,"8","Cetn3"
"Oxct1",3.36649326191332e-24,0.272927967399887,0.887,0.682,1.08980119874658e-19,"8","Oxct1"
"Eif5b1",5.27389616348303e-24,0.26680992551291,0.798,0.546,1.70726566604273e-19,"8","Eif5b"
"Nol7",1.14521367575127e-23,0.252157856514732,0.773,0.519,3.70728571114201e-19,"8","Nol7"
"Ndufa132",1.85841638701116e-23,0.272507755030669,0.897,0.723,6.01606552803253e-19,"8","Ndufa13"
"Polr1d1",1.8950292167293e-23,0.258792998307613,0.855,0.627,6.13458858039608e-19,"8","Polr1d"
"Jpt1",2.97449189067788e-23,0.310740821150554,0.863,0.649,9.62902514850245e-19,"8","Jpt1"
"Bcl2a1b3",4.19513913609818e-23,0.303881352797077,0.946,0.821,1.3580504411377e-18,"8","Bcl2a1b"
"Pgls2",5.78409410532262e-23,0.271253088570623,0.802,0.571,1.87242694377504e-18,"8","Pgls"
"Dad12",8.42768991196365e-23,0.253075852883334,0.935,0.785,2.72821177830087e-18,"8","Dad1"
"Mpc12",1.68408081419674e-22,0.259837860463461,0.944,0.804,5.4517064117177e-18,"8","Mpc1"
"Bax2",1.92214770665905e-22,0.281756746985418,0.79,0.561,6.22237655599669e-18,"8","Bax"
"Gpx4",2.46028707274494e-22,0.261499502055343,0.938,0.797,7.96444131188992e-18,"8","Gpx4"
"Hdlbp",2.57281004157883e-22,0.258285605011305,0.767,0.526,8.328700666599e-18,"8","Hdlbp"
"Mlec",2.98589731624621e-22,0.259361929220298,0.812,0.575,9.66594679215222e-18,"8","Mlec"
"Snx31",4.29450492516531e-22,0.257336317922338,0.849,0.601,1.39021713437451e-17,"8","Snx3"
"Psmb32",8.13181292260822e-22,0.257402132416407,0.798,0.563,2.63243047930673e-17,"8","Psmb3"
"Ndufb51",8.13917880692873e-22,0.258505944574968,0.809,0.58,2.63481496337897e-17,"8","Ndufb5"
"Sec61b2",2.23375486389198e-20,0.251592270691224,0.873,0.677,7.23111124539111e-16,"8","Sec61b"
"Prdx22",2.50347213625871e-20,0.297809103658283,0.806,0.564,8.1042399994967e-16,"8","Prdx2"
"Mat2a1",3.37064271724287e-20,0.291219685954557,0.826,0.613,1.09114446042586e-15,"8","Mat2a"
"Nfic",6.87113019249953e-20,0.259135770693049,0.785,0.55,2.22432226591595e-15,"8","Nfic"
"Edf11",7.49051206750226e-20,0.261671730794787,0.867,0.689,2.42482856649183e-15,"8","Edf1"
"Ndufb11",1.58247318174736e-19,0.257167370893204,0.802,0.579,5.12278218395256e-15,"8","Ndufb11"
"Nfkbiz3",1.09836401289149e-17,0.298253372889788,0.767,0.582,3.55562398253234e-13,"8","Nfkbiz"
"Gpx12",1.203860421825e-16,0.2562242310122,0.918,0.755,3.89713695753188e-12,"8","Gpx1"
"Herpud13",3.46686008907851e-15,0.39315382859081,0.871,0.767,1.12229194803649e-10,"8","Herpud1"
"Pdgfb1",4.63672633871761e-14,0.301286115552207,0.818,0.661,1.50100105036966e-09,"8","Pdgfb"
"Icam13",5.34255947457254e-13,0.265220343068619,0.839,0.68,1.72949335310862e-08,"8","Icam1"
"Tmsb101",2.5390905570408e-12,0.31303594916202,0.684,0.5,8.21954395125247e-08,"8","Tmsb10"
"Med21",4.25221461679496e-07,0.326859442883541,0.405,0.29,0.0137652691574887,"8","Med21"
"Ifit31",0,1.76625957237881,0.572,0.06,0,"9","Ifit3"
"Rtp42",0,1.6217506865331,0.728,0.103,0,"9","Rtp4"
"Slfn51",0,1.35618836444979,0.489,0.048,0,"9","Slfn5"
"Ifitm33",6.84265404642122e-283,1.67058754487808,0.766,0.163,2.21510396790748e-278,"9","Ifitm3"
"Ifit21",9.52635082669e-259,1.21959502538444,0.399,0.047,3.08387028961609e-254,"9","Ifit2"
"Mx11",9.14233924836741e-255,0.791431419725257,0.321,0.031,2.9595580614815e-250,"9","Mx1"
"Oasl21",5.26728683702485e-249,0.84022124561985,0.359,0.04,1.70512609488169e-244,"9","Oasl2"
